repositorio;arquivos;adicoes;remocoes;tempo_analise_segundos;descricao_tamanho;participantes;comentarios
decioferreira/bootstrap-generators;9;230;1;132.0;69;1;1
decioferreira/bootstrap-generators;9;178;1;324081.0;104;2;3
decioferreira/bootstrap-generators;3;14;14;129672421.0;0;1;0
decioferreira/bootstrap-generators;5;18;3;285715185.295932;55;4;1
decioferreira/bootstrap-generators;1;2;2;2149.0;110;2;1
decioferreira/bootstrap-generators;1;2;2;4339.0;0;2;0
decioferreira/bootstrap-generators;22;56;56;2250.0;46;3;0
decioferreira/bootstrap-generators;3;3;3;28224682.0;141;1;0
decioferreira/bootstrap-generators;1;15;4;24926204.0;281;2;0
decioferreira/bootstrap-generators;1;2;0;252.0;0;2;1
decioferreira/bootstrap-generators;1;9;7;353176.0;357;3;2
decioferreira/bootstrap-generators;1;1;1;11039.0;117;2;1
decioferreira/bootstrap-generators;1;1;1;1441.0;98;2;1
decioferreira/bootstrap-generators;1;3;1;119247029.295932;310;3;1
JaviSoto/JSDecoupledAppDelegate;2;40;0;238138.0;0;1;1
JaviSoto/JSDecoupledAppDelegate;1;4;0;1456667.0;54;2;0
JaviSoto/JSDecoupledAppDelegate;2;3;3;78.0;0;2;2
JaviSoto/JSDecoupledAppDelegate;5;69;6;89403425.0;909;2;2
JaviSoto/JSDecoupledAppDelegate;1;77;193;89396323.0;418;2;0
JaviSoto/JSDecoupledAppDelegate;1;1;1;1012.0;303;2;1
JaviSoto/JSDecoupledAppDelegate;1;14;0;2261.0;50;2;1
JaviSoto/JSDecoupledAppDelegate;4;121;6;19615.0;107;2;2
JaviSoto/JSDecoupledAppDelegate;1;1;1;133248.0;0;2;1
JaviSoto/JSDecoupledAppDelegate;2;75;0;680.0;692;2;3
JaviSoto/JSDecoupledAppDelegate;1;2;0;207044.0;207;3;12
JaviSoto/JSDecoupledAppDelegate;3;239;0;1243845.0;176;2;4
JaviSoto/JSDecoupledAppDelegate;1;1;1;9075.0;148;2;1
JaviSoto/JSDecoupledAppDelegate;2;14;6;214608.0;572;2;2
JaviSoto/JSDecoupledAppDelegate;2;36;34;186236923.895013;61;3;2
laracademy/interactive-make;1;21;1;4495.0;0;3;0
laracademy/interactive-make;1;1;1;44515.0;113;2;1
laracademy/interactive-make;1;2;0;92.0;0;2;0
laracademy/interactive-make;1;6;64;36046.0;25;2;1
laracademy/interactive-make;1;7;4;65887.0;0;3;2
laracademy/interactive-make;2;14;1;455.0;190;2;1
laracademy/interactive-make;1;26;17;7096159.0;315;3;1
laracademy/interactive-make;1;21;0;729.0;36;2;0
laracademy/interactive-make;1;6;0;697.0;29;2;0
laracademy/interactive-make;1;16;15;12.0;15;1;0
laracademy/interactive-make;1;9;0;5.0;14;1;0
laracademy/interactive-make;1;9;0;16.0;14;1;0
laracademy/interactive-make;1;9;0;9.0;14;1;0
laracademy/interactive-make;1;9;0;8.0;14;1;0
laracademy/interactive-make;1;9;0;11.0;14;1;0
laracademy/interactive-make;1;19;0;106.0;0;2;0
laracademy/interactive-make;1;1;1;528487.0;57;2;1
prisma-labs/yoga2;34;8080;98;1128348.0;257;3;0
prisma-labs/yoga2;6;148;0;1301617.0;426;2;3
prisma-labs/yoga2;6;25;14;665595.0;158;2;3
prisma-labs/yoga2;8;1059;19;1391824.0;921;3;10
prisma-labs/yoga2;1;6;2;44.0;0;1;0
prisma-labs/yoga2;9;445;151;524603.0;280;2;1
prisma-labs/yoga2;21;4799;285;75561.0;1139;2;2
prisma-labs/yoga2;1;1;0;477003.0;100;2;1
prisma-labs/yoga2;1;6;11;51022.0;284;1;1
prisma-labs/yoga2;10;54;9;2634144.0;433;2;2
prisma-labs/yoga2;10;302;0;28401935.0;34;2;4
prisma-labs/yoga2;5;26;17;424021.0;98;2;2
prisma-labs/yoga2;29;366;384;3881.0;149;1;0
prisma-labs/yoga2;4;5;7;20.0;0;1;0
prisma-labs/yoga2;19;55;245;921.0;0;1;0
prisma-labs/yoga2;19;635;204;150777.0;408;1;0
prisma-labs/yoga2;1;5;0;12.0;5847;2;0
prisma-labs/yoga2;3;12;12;38626.0;2715;2;0
prisma-labs/yoga2;1;1;1;643756.0;921;2;0
prisma-labs/yoga2;1;1;1;641744.0;916;2;0
prisma-labs/yoga2;1;1;1;341.0;901;1;0
prisma-labs/yoga2;1;1;1;30507.0;9048;2;0
prisma-labs/yoga2;1;1;1;635557.0;1184;2;0
prisma-labs/yoga2;1;1;1;740059.0;1352;2;0
prisma-labs/yoga2;2;2;2;740043.0;3951;2;0
prisma-labs/yoga2;1;2;2;6078902.0;2518;2;0
prisma-labs/yoga2;1;1;1;565384.0;2134;1;0
prisma-labs/yoga2;1;1;1;605194.0;2052;2;0
prisma-labs/yoga2;21;313;470;341837.0;157;1;0
prisma-labs/yoga2;10;11;11;257125.0;743;2;1
prisma-labs/yoga2;1;1;1;5971.0;901;1;0
prisma-labs/yoga2;4;4;4;11.0;0;1;0
prisma-labs/yoga2;1;1;1;42671.0;1215;2;0
prisma-labs/yoga2;1;27;0;64598.0;58;2;1
prisma-labs/yoga2;1;1;1;71164.0;1759;2;0
prisma-labs/yoga2;2;2;2;61420.0;921;2;0
prisma-labs/yoga2;1;1;1;3063.0;901;2;0
prisma-labs/yoga2;11;324;27;480.0;86;1;0
prisma-labs/yoga2;1;1;1;595770.0;1400;2;0
prisma-labs/yoga2;1;1;1;462630.0;6362;1;0
prisma-labs/yoga2;1;1;0;66413.0;158;3;2
prisma-labs/yoga2;6;5962;12;14388.0;0;2;1
prisma-labs/yoga2;8;24;11;7070.0;0;1;0
prisma-labs/yoga2;1;1;1;81064.0;852;1;0
prisma-labs/yoga2;1;1;1;94856.0;1775;1;0
prisma-labs/yoga2;2;2;2;7945.0;859;1;0
prisma-labs/yoga2;6;18;18;201.0;0;1;0
prisma-labs/yoga2;2;2;2;15147.0;859;1;0
prisma-labs/yoga2;1;1;1;1046284.0;1865;2;0
prisma-labs/yoga2;20;247;144;1041530.0;187;1;0
prisma-labs/yoga2;9;268;75;145820925.556609;85;1;0
prisma-labs/yoga2;9;13912;3;145804771.556609;103;3;1
prisma-labs/yoga2;2;2;2;680995.0;938;2;0
prisma-labs/yoga2;1;1;1;648664.0;1310;2;0
prisma-labs/yoga2;1;1;1;577742.0;2247;2;0
prisma-labs/yoga2;1;1;1;133250.0;4874;2;0
prisma-labs/yoga2;41;258;2;85389.0;9;1;0
prisma-labs/yoga2;7;528;77;58.0;25;1;0
prisma-labs/yoga2;2;2;2;11462.0;1387;2;0
prisma-labs/yoga2;8;368;218;53312.0;67;1;0
prisma-labs/yoga2;1;1;1;3681034.0;1832;2;0
prisma-labs/yoga2;1;1;1;3344921.0;937;1;0
prisma-labs/yoga2;1;1;1;3241987.0;11090;2;0
prisma-labs/yoga2;10;58;21;1305.0;460;1;0
prisma-labs/yoga2;1;1;1;3096724.0;1224;2;0
prisma-labs/yoga2;2;2;2;3072883.0;936;2;0
prisma-labs/yoga2;5;5;5;27.0;0;1;0
prisma-labs/yoga2;2;2;2;2987436.0;1004;2;0
prisma-labs/yoga2;1;4;2;2401169.0;666;4;7
prisma-labs/yoga2;1;1;1;2397690.0;941;2;0
prisma-labs/yoga2;1;1;1;2129985.0;927;2;0
prisma-labs/yoga2;1;1;1;2122393.0;7024;2;0
prisma-labs/yoga2;1;1;1;2034964.0;941;2;0
prisma-labs/yoga2;1;21;0;289.0;59;2;0
prisma-labs/yoga2;1;1;1;1522717.0;3691;2;0
prisma-labs/yoga2;1;1;1;988326.0;1327;2;0
prisma-labs/yoga2;78;1338;804;45.0;418;1;0
prisma-labs/yoga2;1;1;1;147238.0;0;2;1
prisma-labs/yoga2;1;3;3;68113.0;91;3;2
prisma-labs/yoga2;1;1;1;9948.0;1635;2;0
prisma-labs/yoga2;1;1;1;1655.0;1357;2;0
prisma-labs/yoga2;1;1;1;1636.0;894;2;0
prisma-labs/yoga2;2;2;2;141290898.556609;893;1;0
prisma-labs/yoga2;1;1;1;141288442.556609;1189;1;0
prisma-labs/yoga2;1;1;1;140968713.556609;1183;1;0
prisma-labs/yoga2;1;1;1;1280634.0;1273;1;0
prisma-labs/yoga2;1;1;1;140762826.556609;5969;1;0
prisma-labs/yoga2;1;1;1;3713115.0;418;1;0
prisma-labs/yoga2;1;1;1;140121349.556609;1423;1;0
prisma-labs/yoga2;2;2;2;139729242.556609;891;1;0
prisma-labs/yoga2;1;1;1;139722506.556609;21597;1;0
prisma-labs/yoga2;1;1;1;139488959.556609;1800;1;0
prisma-labs/yoga2;1;1;1;138850426.556609;1740;1;0
prisma-labs/yoga2;1;1;1;138838081.556609;1756;1;0
prisma-labs/yoga2;1;1;1;138451168.556609;6794;1;0
prisma-labs/yoga2;1;1;1;138351804.556609;8901;1;0
prisma-labs/yoga2;1;1;1;137917926.556609;893;1;0
prisma-labs/yoga2;1;1;1;136925111.556609;844;1;0
prisma-labs/yoga2;1;1;1;136843505.556609;881;1;0
prisma-labs/yoga2;1;1;1;136137042.556609;15523;1;0
prisma-labs/yoga2;1;1;1;132175211.409257;893;1;0
prisma-labs/yoga2;1;1;1;132175202.409257;889;1;0
prisma-labs/yoga2;2;2;2;131048513.409257;1216;1;0
prisma-labs/yoga2;1;1;1;131048507.409257;1148;1;0
prisma-labs/yoga2;1;2;2;126154377.409257;24;3;1
prisma-labs/yoga2;1;1;0;580.0;34;1;0
mbogh/NibDesignable;1;1;1;6484.0;0;2;1
mbogh/NibDesignable;1;1;1;14642.0;50;2;1
mbogh/NibDesignable;3;3;3;33456.0;39;2;1
mbogh/NibDesignable;1;1;1;45170.0;59;2;1
mbogh/NibDesignable;1;2;2;952884.0;0;1;0
mbogh/NibDesignable;1;51;16;73530.0;108;3;2
mbogh/NibDesignable;1;2;2;19241.0;0;3;2
mbogh/NibDesignable;5;22;15;1196.0;33;4;2
mbogh/NibDesignable;1;30;0;25869.0;175;2;1
mbogh/NibDesignable;1;30;0;316775.0;37;3;2
mbogh/NibDesignable;1;1;1;90.0;0;2;1
mbogh/NibDesignable;1;4;0;252117717.180039;244;1;0
mbogh/NibDesignable;7;447;1;269228.0;430;2;2
mbogh/NibDesignable;1;69;71;530269.0;83;2;2
mbogh/NibDesignable;1;2;1;251436804.180039;115;2;0
mbogh/NibDesignable;1;2;1;251436621.180039;178;2;0
mbogh/NibDesignable;1;14;11;5901.0;88;1;0
mbogh/NibDesignable;1;22;12;4892.0;0;2;1
mbogh/NibDesignable;10;33;25;225.0;0;1;0
mbogh/NibDesignable;1;61;1;1895392.0;133;1;4
mbogh/NibDesignable;1;20;0;1157486.0;0;1;0
mbogh/NibDesignable;1;2;0;1282447.0;104;3;4
mbogh/NibDesignable;2;5;3;4962.0;73;2;1
mbogh/NibDesignable;4;16;10;12432.0;0;2;4
mbogh/NibDesignable;4;16;10;7066454.0;0;2;1
mbogh/NibDesignable;3;25;1;24371018.0;0;2;3
mbogh/NibDesignable;51;1737;149;1610459.0;199;5;12
mbogh/NibDesignable;3;17;10;266627.0;36;3;4
mbogh/NibDesignable;9;54;27;1692516.0;302;2;1
mbogh/NibDesignable;1;8;0;35010.0;0;2;1
mbogh/NibDesignable;1;139;46;194195117.180039;605;1;0
mbogh/NibDesignable;2;20;38;191000044.180039;275;1;0
mbogh/NibDesignable;3;46;39;186752961.180039;107;3;1
mbogh/NibDesignable;56;55;2702;159348900.180039;105;1;0
mbogh/NibDesignable;26;711;431;97014558.0;46;2;1
mbogh/NibDesignable;5;26;9;258.0;25;1;0
jakearchibald/navigation-transitions;1;2;2;956.0;27;2;1
jakearchibald/navigation-transitions;1;3;3;10292.0;0;2;1
jakearchibald/navigation-transitions;1;40;21;91005.0;0;2;2
jakearchibald/navigation-transitions;1;2;1;42933.0;0;2;1
jakearchibald/navigation-transitions;1;1;1;13886962.0;0;3;3
saucelabs/monocle;2;115;0;174589.0;138;2;4
saucelabs/monocle;1;34;0;1628.0;166;3;5
saucelabs/monocle;1;10;10;224.0;29;2;0
saucelabs/monocle;2;25;19;4321.0;252;2;0
saucelabs/monocle;2;43;34;71330.0;0;3;2
saucelabs/monocle;1;12;2;349065.0;0;2;0
saucelabs/monocle;1;24;0;64222.0;163;2;0
saucelabs/monocle;1;3;1;2998.0;232;2;0
saucelabs/monocle;2;13;4;2722.0;95;2;0
saucelabs/monocle;1;1;1;234762.0;0;2;0
saucelabs/monocle;9;334;0;152067.0;0;2;0
saucelabs/monocle;1;3;0;97589.0;70;2;0
saucelabs/monocle;1;2;0;135.0;68;2;0
saucelabs/monocle;1;2;0;12378565.0;0;4;10
saucelabs/monocle;1;5;3;12112184.0;107;3;1
saucelabs/monocle;2;83;21;964709.0;578;2;5
saucelabs/monocle;1;1;0;489886.0;18;2;0
saucelabs/monocle;3;11;4;1479.0;118;2;0
saucelabs/monocle;1;2;0;191488.0;0;2;0
saucelabs/monocle;1;1;0;191406.0;0;2;0
saucelabs/monocle;2;5;0;191488.0;37;2;0
saucelabs/monocle;1;61;3;25800.0;0;2;0
saucelabs/monocle;2;3;2;4426645.0;59;2;0
saucelabs/monocle;2;12;11;4426666.0;121;2;1
saucelabs/monocle;7;35;32;6375864.0;257;2;2
saucelabs/monocle;50;143;151;2718018.0;0;2;1
saucelabs/monocle;2;4;15;12880991.0;0;2;2
saucelabs/monocle;1;10;0;2531639.0;117;2;0
saucelabs/monocle;2;2;0;2584001.0;0;2;1
saucelabs/monocle;1;1;0;2514377.0;36;2;1
saucelabs/monocle;2;21;8;123448.0;147;2;0
saucelabs/monocle;1;4;8;458090.0;87;4;2
saucelabs/monocle;35;158;54;6679.0;133;2;0
saucelabs/monocle;7;157;22;233916311.22599;104;3;7
saucelabs/monocle;6;96;89;127928.0;412;3;1
saucelabs/monocle;10;130;69;1283.0;209;2;2
saucelabs/monocle;2;42;1;876.0;39;1;0
saucelabs/monocle;2;1;3;123097.0;18;2;0
saucelabs/monocle;1;3;2;84943295.0;16;2;1
saucelabs/monocle;4;45;13;78574.0;202;1;1
saucelabs/monocle;6;88;20;424292.0;327;3;0
saucelabs/monocle;3;110;0;777846.0;170;3;0
saucelabs/monocle;2;54;6;539448.0;385;3;1
saucelabs/monocle;1;0;2;5703269.0;316;3;2
saucelabs/monocle;25;125;113;246936.0;275;2;2
saucelabs/monocle;8;18;23;853856.0;313;3;1
saucelabs/monocle;4;68;5;1697.0;102;2;2
isaiah/jubilee;1;1;1;14236.0;0;2;0
isaiah/jubilee;2;7;1;3668.0;1107;2;1
isaiah/jubilee;2;9;0;78.0;343;1;1
isaiah/jubilee;23;745;289;376.0;146;1;0
isaiah/jubilee;2;42;1;76262.0;132;2;1
isaiah/jubilee;4;16;13;10897053.0;0;3;1
nachoaIvarez/flexbox-react;8;285;58;91037.0;558;2;4
nachoaIvarez/flexbox-react;8;73;258;1171.0;264;3;1
nachoaIvarez/flexbox-react;3;49;12;506.0;234;2;0
nachoaIvarez/flexbox-react;2;37;34;87894.0;203;2;0
nachoaIvarez/flexbox-react;3;46;36;785.0;144;2;0
nachoaIvarez/flexbox-react;1;1;0;1484228.0;0;1;0
nachoaIvarez/flexbox-react;1;1;1;31489.0;0;2;1
nachoaIvarez/flexbox-react;4;102;2;10745.0;251;2;5
nachoaIvarez/flexbox-react;2;4;0;854680.0;157;2;2
nachoaIvarez/flexbox-react;2;81;20;73.0;73;1;0
nachoaIvarez/flexbox-react;7;1497;414;19256.0;41;1;0
nachoaIvarez/flexbox-react;2;6;4;1280946.0;4036;1;0
nachoaIvarez/flexbox-react;0;0;0;62893.0;32;1;0
nachoaIvarez/flexbox-react;2;55;57;270783.0;303;2;1
nachoaIvarez/flexbox-react;2;2;0;2436359.0;132;2;7
nachoaIvarez/flexbox-react;4;119;170;5486837.0;154;4;9
nachoaIvarez/flexbox-react;4;105;90;257331.0;350;2;0
nachoaIvarez/flexbox-react;1;1;1;12513503.0;0;2;0
nachoaIvarez/flexbox-react;3;265;41;11982052.0;99;2;5
nachoaIvarez/flexbox-react;1;1;1;11101517.0;157;2;0
nachoaIvarez/flexbox-react;2;5;6;10666958.0;214;5;5
nachoaIvarez/flexbox-react;2;16;7;45827.0;0;1;2
nachoaIvarez/flexbox-react;3;1406;976;181592862.70883;385;7;8
nachoaIvarez/flexbox-react;5;83;7;592534.0;333;2;7
nachoaIvarez/flexbox-react;1;1;0;173989784.70883;10;1;0
nachoaIvarez/flexbox-react;2;85;35;10.0;0;1;0
nachoaIvarez/flexbox-react;6;382;93;15184979.0;0;2;3
nachoaIvarez/flexbox-react;1;25;104;94881511.70883;6944;0;0
nachoaIvarez/flexbox-react;1;2;2;94881507.70883;4451;0;0
nachoaIvarez/flexbox-react;1;16;9;94881505.70883;4911;0;0
kriskowal/q-io;1;0;2;186477.0;976;2;3
kriskowal/q-io;2;3;4;8864.0;0;2;3
kriskowal/q-io;1;6;1;148.0;68;2;1
kriskowal/q-io;1;4;0;10429.0;228;2;5
kriskowal/q-io;2;4;4;3536.0;164;2;1
kriskowal/q-io;2;30;0;1546787.0;188;2;2
kriskowal/q-io;9;217;1;78871.0;87;2;1
kriskowal/q-io;1;5;6;3428.0;0;2;0
kriskowal/q-io;1;3;0;3207.0;12;2;2
kriskowal/q-io;1;1;1;4608.0;88;2;0
kriskowal/q-io;1;86;0;3179259.0;443;2;1
kriskowal/q-io;7;32;25;3178885.0;174;2;1
kriskowal/q-io;3;8;5;7530.0;141;3;5
kriskowal/q-io;1;1;1;95.0;260;2;1
kriskowal/q-io;4;75;5;1434.0;153;2;0
kriskowal/q-io;4;127;9;287450.0;71;2;0
kriskowal/q-io;2;9;2;20964.0;570;2;0
kriskowal/q-io;1;30;0;3423473.0;1929;2;0
kriskowal/q-io;1;1;1;2480.0;57;2;0
kriskowal/q-io;1;1;1;9863.0;17;2;0
kriskowal/q-io;1;3;1;221.0;199;2;0
kriskowal/q-io;1;15;8;9648.0;46;2;5
kriskowal/q-io;4;68;31;6342858.0;155;2;0
kriskowal/q-io;1;8;2;1223439.0;123;2;2
kriskowal/q-io;1;3;3;3867.0;90;2;0
kriskowal/q-io;1;7;2;3434.0;20;2;0
kriskowal/q-io;1;2;1;1204.0;472;2;5
kriskowal/q-io;2;101;0;15418.0;94;2;2
kriskowal/q-io;2;7;1;1154662.0;493;2;0
kriskowal/q-io;1;29;4;186352.0;172;2;3
kriskowal/q-io;1;1;1;86.0;86;2;0
kriskowal/q-io;1;1;2;288706.0;63;4;5
kriskowal/q-io;0;0;0;2049108.0;2552;2;8
kriskowal/q-io;1;1;1;8555.0;0;4;7
kriskowal/q-io;3;168;1;94181.0;276;3;7
kriskowal/q-io;3;168;1;9672.0;13;2;0
kriskowal/q-io;2;5;1;530394.0;0;2;1
kriskowal/q-io;1;1;1;213312.0;133;2;2
kriskowal/q-io;1;9;2;5500.0;116;1;2
kriskowal/q-io;2;4;4;11777768.0;409;2;3
kriskowal/q-io;6;207;57;10771.0;131;2;1
kriskowal/q-io;1;1;2;562.0;0;2;1
kriskowal/q-io;1;16;0;6359.0;240;3;3
kriskowal/q-io;1;1;1;1060.0;0;2;2
kriskowal/q-io;1;20;0;1920.0;54;2;4
kriskowal/q-io;1;24;0;149.0;39;2;0
kriskowal/q-io;2;199;19;4883495.0;230;2;1
kriskowal/q-io;3;27;0;316389.0;160;2;1
kriskowal/q-io;3;54;11;844.0;71;2;0
kriskowal/q-io;1;1;1;72.0;0;2;0
kriskowal/q-io;1;1;1;49.0;0;2;0
kriskowal/q-io;1;12;12;479.0;15;2;1
kriskowal/q-io;1;5;5;20334.0;116;3;1
kriskowal/q-io;1;3;2;118.0;88;2;1
kriskowal/q-io;1;3;3;9545.0;0;2;1
kriskowal/q-io;1;1;0;24623.0;55;2;0
kriskowal/q-io;1;1;1;10249.0;0;2;0
kriskowal/q-io;1;2;8;2984845.0;276;2;1
kriskowal/q-io;1;1;1;29861.0;75;2;1
kriskowal/q-io;1;1;1;119066.0;11;2;1
kriskowal/q-io;1;2;1;1646126.0;256;3;3
kriskowal/q-io;1;1;1;606776.0;241;2;0
kriskowal/q-io;1;10;10;378413.0;430;2;3
kriskowal/q-io;2;13;0;115091790.0;10;3;3
kriskowal/q-io;2;63;29;115852671.0;51;3;5
kriskowal/q-io;1;2;2;672.0;109;1;1
kriskowal/q-io;2;42;47;5039009.0;463;3;1
kriskowal/q-io;2;4;13;2275.0;147;1;0
kriskowal/q-io;6;12;15;110070597.0;616;3;5
kriskowal/q-io;1;6;0;65387.0;198;2;5
kriskowal/q-io;1;40;1;157012.0;16;2;0
kriskowal/q-io;1;1;0;156603.0;105;2;0
kriskowal/q-io;3;51;2;1227.0;403;1;0
kriskowal/q-io;3;51;2;2697698.0;464;2;1
kriskowal/q-io;1;1;6;5458.0;112;2;1
kriskowal/q-io;2;3;5;99549838.0;228;3;0
kriskowal/q-io;1;1;0;45514832.0;317;2;0
kriskowal/q-io;1;1;1;46.0;0;2;1
kriskowal/q-io;2;49;0;791149.0;654;2;3
