repositorio;arquivos;adicoes;remocoes;tempo_analise_segundos;descricao_tamanho;participantes;comentarios
ClearGDPR/ClearGDPR;1;2;2;72745.0;63;1;0
ClearGDPR/ClearGDPR;14;180;72;80940.0;60;3;0
ClearGDPR/ClearGDPR;7;534;1002;77599.0;12;2;0
ClearGDPR/ClearGDPR;2;18;13;24344.0;332;3;0
ClearGDPR/ClearGDPR;14;627;183;178430.0;126;3;2
ClearGDPR/ClearGDPR;39;1443;1665;72.0;306;3;0
ClearGDPR/ClearGDPR;26;2811;1283;167404.0;159;4;1
ClearGDPR/ClearGDPR;4;1827;1026;99995.0;18;3;0
ClearGDPR/ClearGDPR;64;706;524;450363.0;668;3;0
ClearGDPR/ClearGDPR;1;5;2;66346.0;47;2;0
ClearGDPR/ClearGDPR;19;123;80;85554.0;144;3;0
ClearGDPR/ClearGDPR;8;133;4;80210.0;89;3;2
ClearGDPR/ClearGDPR;10;406;116;122365.0;391;1;0
ClearGDPR/ClearGDPR;5;129;48;167488.0;446;2;0
ClearGDPR/ClearGDPR;4;37;4;100437.0;397;1;0
ClearGDPR/ClearGDPR;10;159;34;159752.0;273;2;0
ClearGDPR/ClearGDPR;2;12;9;8269.0;173;1;0
ClearGDPR/ClearGDPR;1;15;10;89507.0;11;3;0
ClearGDPR/ClearGDPR;2;12;8;87980.0;116;3;0
ClearGDPR/ClearGDPR;1;13;4;84618.0;11;3;0
ClearGDPR/ClearGDPR;20;1073;604;61862.0;397;2;0
ClearGDPR/ClearGDPR;36;1492;686;413013.0;276;4;2
ClearGDPR/ClearGDPR;2;14;1;196964.0;91;2;0
ClearGDPR/ClearGDPR;5;35;11;593831.0;173;2;0
ClearGDPR/ClearGDPR;30;904;163;87489.0;14;3;0
ClearGDPR/ClearGDPR;22;487;50;3762.0;11;3;0
ClearGDPR/ClearGDPR;8;213;11;75316.0;11;4;2
ClearGDPR/ClearGDPR;10;372;11;217677.0;13;2;0
ClearGDPR/ClearGDPR;8;229;1;130625.0;240;2;0
ClearGDPR/ClearGDPR;8;213;1;53316.0;461;2;0
ClearGDPR/ClearGDPR;8;239;4;80859.0;246;2;1
ClearGDPR/ClearGDPR;28;618;614;270166.0;12;2;0
ClearGDPR/ClearGDPR;8;339;232;487881.0;11;3;3
ClearGDPR/ClearGDPR;2;49;11;439649.0;115;3;1
ClearGDPR/ClearGDPR;6;202;0;399684.0;143;3;0
ClearGDPR/ClearGDPR;7;24;53;514868.0;180;3;0
ClearGDPR/ClearGDPR;12;248;1;83173.0;116;2;0
ClearGDPR/ClearGDPR;4;30;9;74977.0;64;2;2
ClearGDPR/ClearGDPR;1;5;3;77748.0;107;2;0
ClearGDPR/ClearGDPR;1;883;0;67129.0;158;2;0
ClearGDPR/ClearGDPR;3;33;8;8358.0;13;2;0
ClearGDPR/ClearGDPR;5;32;8;31178.0;97;3;1
ClearGDPR/ClearGDPR;3;14;19;25829.0;93;2;0
ClearGDPR/ClearGDPR;20;254;261;81245.0;191;3;1
ClearGDPR/ClearGDPR;1;88;18;55080.0;184;2;0
ClearGDPR/ClearGDPR;3;1305;0;403148.0;0;3;2
ClearGDPR/ClearGDPR;36;1896;1221;622871.0;714;2;0
ClearGDPR/ClearGDPR;1;1;1;46166.0;146;2;0
ClearGDPR/ClearGDPR;4;65;2;143939.0;0;2;1
ClearGDPR/ClearGDPR;6;21;64;54764.0;0;3;0
ClearGDPR/ClearGDPR;4;2911;40;84115.0;272;2;0
ClearGDPR/ClearGDPR;37;5434;69;89836.0;183;2;1
ClearGDPR/ClearGDPR;107;11560;508;219790.0;138;3;3
ClearGDPR/ClearGDPR;1;35;7;220945.0;182;1;0
ClearGDPR/ClearGDPR;17;1134;435;143126.0;4;1;1
ClearGDPR/ClearGDPR;9;1316;25;417994.0;162;2;0
ClearGDPR/ClearGDPR;5;385;2;106901.0;13;2;2
ClearGDPR/ClearGDPR;3;486;6;37644.0;13;1;0
ClearGDPR/ClearGDPR;3;20;11;22647.0;13;1;0
ClearGDPR/ClearGDPR;5;2035;2112;9849.0;62;2;1
ClearGDPR/ClearGDPR;11;101;41;1350.0;27;1;1
ClearGDPR/ClearGDPR;11;298;433;89050.0;65;1;0
ClearGDPR/ClearGDPR;81;3625;704;17247.0;0;1;0
ClearGDPR/ClearGDPR;3;4;9;1179.0;71;1;0
ClearGDPR/ClearGDPR;2;3;3;1015.0;0;1;0
ClearGDPR/ClearGDPR;4;26;18;4181.0;321;1;0
ClearGDPR/ClearGDPR;1;2;0;43073597.0;449;1;0
nathanmarz/dfs-datastores;1;1;1;931.0;302;2;0
nathanmarz/dfs-datastores;2;13;10;109176.0;156;2;5
nathanmarz/dfs-datastores;1;1;1;1911888.0;99;3;3
nathanmarz/dfs-datastores;7;282;14;38072.0;356;1;2
nathanmarz/dfs-datastores;11;301;18;60248.0;239;2;5
nathanmarz/dfs-datastores;70;1201;679;199595936.0;1319;4;10
nathanmarz/dfs-datastores;7;19;14;65388.0;476;2;1
nathanmarz/dfs-datastores;1;2;1;47.0;38;2;0
nathanmarz/dfs-datastores;3;69;7;440809.0;83;2;0
nathanmarz/dfs-datastores;2;8;3;79710789.0;25;1;0
nathanmarz/dfs-datastores;1;4;1;496997.0;62;3;3
nathanmarz/dfs-datastores;8;127;57;14835835.0;70;3;0
nathanmarz/dfs-datastores;3;13;6;325558286.187773;173;6;6
nathanmarz/dfs-datastores;1;33;3;147123676.0;423;1;0
nathanmarz/dfs-datastores;2;54;8;337.0;78;3;12
nathanmarz/dfs-datastores;2;48;38;14422.0;167;2;1
nathanmarz/dfs-datastores;6;81;19;326062.0;39;3;4
nathanmarz/dfs-datastores;3;15;0;313537159.187773;662;1;1
nathanmarz/dfs-datastores;2;24;26;306393203.187773;337;2;1
nathanmarz/dfs-datastores;3;89;137;33553.0;778;2;5
nathanmarz/dfs-datastores;6;728;139;301091560.188765;653;3;3
nathanmarz/dfs-datastores;3;44;5;152328240.0;713;2;0
nathanmarz/dfs-datastores;1;1;6;261900127.188765;2398;1;0
nathanmarz/dfs-datastores;12;953;3;8453512.0;200;1;1
nathanmarz/dfs-datastores;37;1427;169;850906.0;0;7;0
nathanmarz/dfs-datastores;6;31;9;262830.0;400;1;2
spring-attic/platform;2;21;1;268486.0;0;2;8
spring-attic/platform;1;1;1;245774.0;0;2;2
spring-attic/platform;5;12;13;752831.0;0;1;0
spring-attic/platform;2;2;2;559806.0;95;1;0
spring-attic/platform;1;2;2;78417.0;166;2;1
spring-attic/platform;1;1;1;3864106.0;41;1;0
spring-attic/platform;1;2;2;963304.0;88;2;1
spring-attic/platform;1;12;0;577321.0;56;2;5
spring-attic/platform;1;3;3;1214404.0;351;4;11
spring-attic/platform;1;1;1;6700850.0;93;2;0
spring-attic/platform;1;1;1;803195.0;0;2;0
spring-attic/platform;1;1;1;1585538.0;103;2;1
spring-attic/platform;1;1;1;44861.0;0;2;2
spring-attic/platform;1;1;1;42275.0;0;2;1
spring-attic/platform;1;2;2;44541.0;0;2;1
spring-attic/platform;1;1;1;56728.0;14;2;4
spring-attic/platform;1;1;1;70783.0;64;1;0
spring-attic/platform;1;1;7;152217.0;821;2;1
spring-attic/platform;1;1;1;31115.0;11;1;0
spring-attic/platform;1;1;1;490715.0;155;2;2
spring-attic/platform;1;1;1;9503.0;177;2;1
spring-attic/platform;1;1;1;3684.0;0;2;1
spring-attic/platform;1;1;1;91440.0;25;3;3
spring-attic/platform;2;80;1;30342862.0;2639;3;14
spring-attic/platform;1;1;1;187.0;1038;1;0
spring-attic/platform;1;1;1;28269.0;1038;3;3
spring-attic/platform;4;11;11;5699357.0;80;2;1
spring-attic/platform;1;2;2;111218.0;92;2;3
spring-attic/platform;1;21;1;234383.0;305;2;2
spring-attic/platform;1;0;1;81350.0;161;2;1
spring-attic/platform;1;0;6;328852.0;102;2;1
spring-attic/platform;1;0;1;23816.0;149;1;0
spring-attic/platform;1;6;0;931.0;374;2;3
spring-attic/platform;2;1;7;1219.0;272;2;1
spring-attic/platform;2;53;3;56287.0;16;2;1
spring-attic/platform;1;9;9;46792.0;73;2;1
spring-attic/platform;1;2;2;92859.0;278;3;3
spring-attic/platform;1;2;2;31132.0;21;2;1
spring-attic/platform;1;1;1;27642.0;67;3;2
spring-attic/platform;4;5;5;23557.0;1032;1;0
spring-attic/platform;4;19;19;240605.0;1402;1;0
spring-attic/platform;4;8;8;240630.0;1105;2;1
spring-attic/platform;4;9;9;240593.0;1276;1;0
spring-attic/platform;16;17;17;459674.0;1281;2;0
spring-attic/platform;13;38;38;477010.0;5008;2;1
spring-attic/platform;23;23;23;316404.0;533;1;0
spring-attic/platform;24;24;24;316185.0;533;2;1
spring-attic/platform;24;24;24;316234.0;533;2;1
spring-attic/platform;25;25;25;316399.0;533;2;1
spring-attic/platform;20;21;21;14511.0;1732;1;0
spring-attic/platform;20;21;21;14510.0;1732;1;0
spring-attic/platform;20;21;21;14501.0;1732;1;0
spring-attic/platform;16;17;17;14210.0;1297;2;0
spring-attic/platform;16;17;17;14076.0;1297;2;1
spring-attic/platform;16;17;17;14150.0;1297;2;1
spring-attic/platform;11;49;49;2788.0;4819;1;0
spring-attic/platform;10;33;33;2332.0;4583;2;1
spring-attic/platform;11;33;33;2588.0;4658;2;1
spring-attic/platform;1;4;4;2926.0;508;1;0
spring-attic/platform;1;1;1;2427.0;2194;2;4
spring-attic/platform;1;1;1;2471.0;6084;2;3
latentflip/bows;8;122;27;5704.0;255;2;8
latentflip/bows;6;85;46;58253.0;424;2;9
latentflip/bows;9;53;9;28601.0;65;2;2
latentflip/bows;1;2;2;28340.0;0;2;2
latentflip/bows;1;6;2;99740.0;474;2;5
latentflip/bows;3;8;8;3666.0;74;2;3
latentflip/bows;4;52;10;21707.0;214;2;3
latentflip/bows;3;19;13;10599.0;154;2;5
latentflip/bows;2;37;2;610409.0;0;2;11
latentflip/bows;3;8;40;31.0;0;1;0
latentflip/bows;1;27;6;91653208.0;292;2;10
latentflip/bows;1;1;1;1198.0;568;2;2
latentflip/bows;1;1;0;28.0;0;1;0
latentflip/bows;1;3;0;23.0;0;1;0
latentflip/bows;3;51;1;235742534.689304;995;2;2
latentflip/bows;2;4;3;150.0;0;1;0
latentflip/bows;1;1;0;16230.0;0;2;1
latentflip/bows;8;149;7;255476.0;424;2;1
latentflip/bows;4;35;5;56530573.0;744;3;5
latentflip/bows;4;67;6;179027546.689304;437;1;0
latentflip/bows;4;42;12;976523.0;676;3;7
latentflip/bows;7;2088;76;159.0;0;1;0
latentflip/bows;4;51;51;92471.0;360;2;9
latentflip/bows;20;345;302;223.0;0;1;0
latentflip/bows;1;12;0;202.0;0;1;0
latentflip/bows;1;5;7;52.0;0;1;0
latentflip/bows;2;24;1;27.0;0;1;0
latentflip/bows;2;4;1;643.0;0;1;0
latentflip/bows;4;7;255;346.0;0;1;0
latentflip/bows;1;0;1;46.0;0;1;0
latentflip/bows;1;1;1;44.0;0;1;0
latentflip/bows;1;1;1;26.0;0;1;0
latentflip/bows;1;1;0;68473532.689304;0;1;0
kernow/shortcode;1;2;2;1581.0;0;2;0
kernow/shortcode;1;1;1;2734.0;0;2;1
kernow/shortcode;3;21;1;2509452.0;313;2;1
kernow/shortcode;8;29;3;32454.0;258;3;9
kernow/shortcode;4;23;1;652515.0;171;3;7
kernow/shortcode;1;4;0;6941.0;33;2;1
kernow/shortcode;8;96;22;7453451.0;532;3;3
kernow/shortcode;1;4;4;144007.0;52;3;2
kernow/shortcode;1;15;1;681082.0;211;3;18
kernow/shortcode;4;58;2;30364.0;90;3;4
kernow/shortcode;1;2;2;45506945.0;238;3;4
kernow/shortcode;2;5;0;1090.0;0;2;3
kernow/shortcode;15;171;0;118321419.0;284;3;11
kernow/shortcode;1;1;1;39087489.0;141;2;0
kernow/shortcode;17;187;136;17445623.0;437;4;5
kernow/shortcode;19;319;170;473990.0;921;3;20
kernow/shortcode;5;58;26;12380.0;622;3;11
kernow/shortcode;1;0;1;9345035.0;1125;3;3
kernow/shortcode;6;52;3;1465365.0;684;3;6
kernow/shortcode;2;76;64;62445480.018544;0;1;0
ThomasWeiser/elmfire;2;2;8;2650590.0;0;2;5
ThomasWeiser/elmfire;1;1;4;30459.0;0;2;1
ThomasWeiser/elmfire;1;2;2;1680.0;18;2;1
ThomasWeiser/elmfire;4;182;2;6538650.0;150;2;1
ThomasWeiser/elmfire;9;61;305;3297780.0;2461;3;3
ThomasWeiser/elmfire;30;2185;2516;207232242.172136;812;5;4
ThomasWeiser/elmfire;3;33;15;204102110.172136;443;1;0
ThomasWeiser/elmfire;3;9;9;175985362.172136;220;2;2
natesymer/FHSTwitterEngine;4;53;41;59381.0;639;1;0
natesymer/FHSTwitterEngine;6;18;17;1690283.0;346;2;1
natesymer/FHSTwitterEngine;3;21;6;1884412.0;577;2;3
natesymer/FHSTwitterEngine;2;7;7;1162305.0;0;2;0
natesymer/FHSTwitterEngine;1;4;1;16778687.0;110;2;0
natesymer/FHSTwitterEngine;4;209;1113;16445348.0;0;2;0
natesymer/FHSTwitterEngine;1;10;6;1866490.0;369;2;0
natesymer/FHSTwitterEngine;1;5;3;17981.0;49;1;0
natesymer/FHSTwitterEngine;1;5;3;6064040.0;0;3;0
natesymer/FHSTwitterEngine;2;29;0;4669145.0;78;1;0
natesymer/FHSTwitterEngine;2;15;2;104574.0;0;2;4
natesymer/FHSTwitterEngine;1;1;1;139522.0;0;2;2
natesymer/FHSTwitterEngine;2;35;0;65935.0;219;2;4
natesymer/FHSTwitterEngine;3;66;0;649248.0;0;2;1
natesymer/FHSTwitterEngine;9;324;112;32497111.0;249;2;9
natesymer/FHSTwitterEngine;2;10;10;38670.0;202;2;1
natesymer/FHSTwitterEngine;55;4309;2116;45505.0;0;2;1
natesymer/FHSTwitterEngine;10;769;3;5.0;0;1;0
natesymer/FHSTwitterEngine;10;21;20;51.0;0;1;0
natesymer/FHSTwitterEngine;1;7;4;3691.0;173;2;1
natesymer/FHSTwitterEngine;38;5336;99;696.0;0;1;0
natesymer/FHSTwitterEngine;5;66;23;387.0;12;1;0
natesymer/FHSTwitterEngine;12;768;118;3021246.0;49;1;0
natesymer/FHSTwitterEngine;3;126;136;143.0;17;1;0
natesymer/FHSTwitterEngine;1;4;1;32.0;10;1;1
natesymer/FHSTwitterEngine;3;12;4;187073.0;16;1;0
natesymer/FHSTwitterEngine;1;9;5;6519022.0;0;2;4
natesymer/FHSTwitterEngine;2;14;16;389494.0;97;3;3
eleme/bigkeeper;1;30;17;399.0;19;2;0
eleme/bigkeeper;1;45;0;55.0;0;2;0
eleme/bigkeeper;33;568;379;8176.0;8;1;0
eleme/bigkeeper;10;180;191;6.0;16;1;0
eleme/bigkeeper;8;154;17;431107.0;0;2;0
eleme/bigkeeper;5;144;56;1486.0;0;2;0
eleme/bigkeeper;12;156;83;737.0;0;2;0
eleme/bigkeeper;7;110;56;227.0;0;2;0
eleme/bigkeeper;2;156;0;713119.0;46;2;0
eleme/bigkeeper;14;276;166;527.0;0;2;0
eleme/bigkeeper;5;75;55;10520.0;0;1;0
eleme/bigkeeper;8;142;17;319.0;0;2;0
eleme/bigkeeper;7;117;77;10551.0;11;2;0
eleme/bigkeeper;9;126;47;8.0;0;1;0
eleme/bigkeeper;3;84;14;9.0;0;1;0
eleme/bigkeeper;5;63;1;8.0;0;1;0
eleme/bigkeeper;14;118;49;6.0;0;1;0
eleme/bigkeeper;0;0;0;10.0;0;1;0
eleme/bigkeeper;11;159;30;7.0;0;1;0
eleme/bigkeeper;4;5;11;7.0;0;1;0
eleme/bigkeeper;1;4;0;9.0;0;1;0
eleme/bigkeeper;2;33;43;199.0;0;2;0
eleme/bigkeeper;10;31;5;7.0;0;1;0
eleme/bigkeeper;8;11;0;9.0;0;1;0
eleme/bigkeeper;11;45;19;8.0;0;1;0
eleme/bigkeeper;8;97;32;40.0;0;1;0
eleme/bigkeeper;5;161;68;43282.0;4;2;0
eleme/bigkeeper;5;27;16;9.0;0;1;0
eleme/bigkeeper;1;8;6;340493.0;6;2;0
eleme/bigkeeper;8;40;21;15.0;0;1;0
eleme/bigkeeper;3;7;15;41920.0;0;2;0
eleme/bigkeeper;4;82;53;18630.0;0;2;0
eleme/bigkeeper;7;61;15;22115.0;0;1;0
eleme/bigkeeper;6;86;45;2035.0;0;2;0
eleme/bigkeeper;6;153;1;72.0;0;2;0
eleme/bigkeeper;4;32;1;78.0;0;1;0
eleme/bigkeeper;5;33;1;82846.0;0;2;0
eleme/bigkeeper;7;68;24;67693.0;0;2;0
eleme/bigkeeper;3;7;8;57.0;0;2;0
eleme/bigkeeper;19;162;108;1477.0;37;2;0
eleme/bigkeeper;3;37;19;74913.0;0;2;0
eleme/bigkeeper;12;9;9;150.0;0;2;0
eleme/bigkeeper;14;47;29;34.0;0;2;0
eleme/bigkeeper;12;129;139;61809.0;0;2;0
eleme/bigkeeper;4;83;47;16945.0;0;2;0
eleme/bigkeeper;2;10;0;11.0;0;3;0
eleme/bigkeeper;2;45;0;347518.0;0;2;0
eleme/bigkeeper;11;50;88;506481.0;0;2;0
eleme/bigkeeper;31;309;146;175511.0;64;2;0
eleme/bigkeeper;5;133;24;10.0;0;1;0
eleme/bigkeeper;55;860;461;51.0;0;3;0
eleme/bigkeeper;5;126;16;63843.0;0;2;0
eleme/bigkeeper;8;141;23;9.0;0;2;0
eleme/bigkeeper;24;158;85;24.0;0;1;0
eleme/bigkeeper;24;158;85;6.0;60;1;0
eleme/bigkeeper;29;607;175;35.0;0;1;0
eleme/bigkeeper;29;607;175;7.0;0;1;0
eleme/bigkeeper;2;18;6;9810.0;16;2;0
eleme/bigkeeper;2;5;3;1329552.0;0;2;1
eleme/bigkeeper;5;85;6;250230.0;0;2;0
eleme/bigkeeper;1;2;1;9.0;0;1;0
eleme/bigkeeper;18;340;261;630.0;0;1;0
eleme/bigkeeper;10;252;164;938967.0;37;2;0
eleme/bigkeeper;2;23;0;170.0;0;2;0
eleme/bigkeeper;12;84;43;101595.0;0;2;0
eleme/bigkeeper;2;8;6;63333.0;0;2;0
eleme/bigkeeper;4;24;22;32.0;0;2;0
eleme/bigkeeper;4;24;22;2250.0;0;2;0
eleme/bigkeeper;4;24;22;133.0;0;2;0
eleme/bigkeeper;4;38;11;429.0;0;1;0
eleme/bigkeeper;69;995;233;21598206.0;31;4;0
eleme/bigkeeper;80;1363;400;56.0;0;5;0
eleme/bigkeeper;85;1535;607;56.0;0;6;0
eleme/bigkeeper;90;1922;663;43.0;0;5;0
eleme/bigkeeper;93;2216;783;11.0;0;5;0
eleme/bigkeeper;90;1942;667;9.0;0;5;0
eleme/bigkeeper;30;424;54;8.0;0;1;0
eleme/bigkeeper;37;1021;223;9.0;0;1;0
eleme/bigkeeper;2;2;2;114632713.665813;6240;1;1
eleme/bigkeeper;1;1;1;48402347.665813;7131;1;1
eleme/bigkeeper;1;1;1;39148181.665813;10262;1;1
yldio/styled-is;1;1;1;4900.0;78;2;1
yldio/styled-is;2;18;19;3781.0;526;2;2
yldio/styled-is;1;2;0;358.0;4146;1;0
yldio/styled-is;1;1;1;565.0;2423;1;0
yldio/styled-is;1;1;1;52913.0;11937;1;0
yldio/styled-is;1;1;1;161956.0;2092;1;0
yldio/styled-is;1;1;1;66649.0;7667;1;0
yldio/styled-is;1;1;1;65885.0;1480;1;6
yldio/styled-is;1;1;1;37179.0;9;2;0
yldio/styled-is;1;1;1;585960.0;9573;0;5
yldio/styled-is;1;1;1;262464.0;4606;0;0
yldio/styled-is;1;1;1;6.0;10;1;0
yldio/styled-is;1;1;1;430705.0;2385;1;0
yldio/styled-is;3;287;42;1258.0;10;2;0
yldio/styled-is;1;1;1;1042051.0;2560;1;1
yldio/styled-is;1;1;1;24709.0;23;2;1
yldio/styled-is;1;1;1;2631185.0;11902;0;1
yldio/styled-is;1;1;1;2422270.0;2489;0;0
yldio/styled-is;3;381;0;1533.0;9;3;1
yldio/styled-is;1;0;4;46.0;71;2;2
yldio/styled-is;1;1;1;9087739.0;2277;1;0
yldio/styled-is;1;1;1;8423799.0;2848;1;4
yldio/styled-is;1;1;1;7187450.0;4690;1;2
yldio/styled-is;2;12;11;4241171.0;857;1;0
yldio/styled-is;2;10;4;4200469.0;846;1;3
yldio/styled-is;2;4;4;3145571.0;1809;1;6
yldio/styled-is;2;47;33;1784492.0;861;0;3
yldio/styled-is;2;967;45;1699882.0;0;2;2
yldio/styled-is;1;1;1;1582055.0;0;2;1
yldio/styled-is;1;23;3;68189.0;586;2;1
yldio/styled-is;2;76;6;159553.0;144;2;4
yldio/styled-is;1;4;1;3901.0;317;2;1
yldio/styled-is;1;1;1;358286.0;53;2;0
yldio/styled-is;2;11;0;92129.0;989;2;3
yldio/styled-is;2;0;1;184402.0;329;2;0
yldio/styled-is;2;2006;2057;5285003.0;43;2;1
yldio/styled-is;23;9307;6564;99219257.295897;0;1;0
yldio/styled-is;1;3;3;117.0;4398;1;1
yldio/styled-is;6;29;5;95885866.295897;149;3;3
yldio/styled-is;1;3;3;89945791.295897;3808;0;0
yldio/styled-is;1;3;3;89012494.295897;3349;0;0
yldio/styled-is;1;3;3;77146961.295897;4625;0;0
yldio/styled-is;1;3;3;76993833.295897;4029;0;0
yldio/styled-is;1;29;23;75696374.295897;6678;0;0
yldio/styled-is;1;3;3;68965904.295897;2708;0;0
yldio/styled-is;1;6;6;53001642.295897;5702;0;0
yldio/styled-is;1;3;3;48038670.295897;3350;0;0
yldio/styled-is;1;3;3;27572031.295897;5406;0;0
yldio/styled-is;1;6;6;24630411.295897;6405;0;0
larapack/voyager-hooks;2;19;17;3.0;183;1;0
larapack/voyager-hooks;1;1;1;4.0;183;1;0
larapack/voyager-hooks;3;77;44;874689.0;491;2;0
larapack/voyager-hooks;1;0;1;3.0;183;1;0
larapack/voyager-hooks;3;44;77;7.0;64;1;0
larapack/voyager-hooks;1;0;4;5.0;183;1;0
larapack/voyager-hooks;2;35;1;8358970.0;276;3;1
larapack/voyager-hooks;2;8;1;543670.0;200;2;1
larapack/voyager-hooks;3;56;0;6903305.0;0;2;1
larapack/voyager-hooks;1;4;4;5.0;183;1;0
larapack/voyager-hooks;2;57;1;468.0;0;2;1
larapack/voyager-hooks;2;8;8;5.0;183;1;0
larapack/voyager-hooks;2;50;0;160.0;81;1;0
larapack/voyager-hooks;1;1;1;125899.0;278;2;2
larapack/voyager-hooks;1;19;0;77616.0;148;2;1
larapack/voyager-hooks;1;6;6;2944633.0;269;1;0
larapack/voyager-hooks;1;13;4;2920311.0;431;3;3
larapack/voyager-hooks;1;5;7;143258.0;214;2;1
larapack/voyager-hooks;1;0;1;5.0;197;2;0
larapack/voyager-hooks;1;1;1;91295.0;0;1;0
larapack/voyager-hooks;2;3;4;13.0;0;1;0
vigetlabs/sprig;84;989;1019;775818.0;75;3;1
vigetlabs/sprig;9;159;9;60670.0;132;3;2
vigetlabs/sprig;11;110;14;281856.0;110;4;3
vigetlabs/sprig;6;82;3;450192.0;175;3;5
vigetlabs/sprig;8;151;34;42042.0;343;4;4
vigetlabs/sprig;4;60;5;123450.0;557;4;4
vigetlabs/sprig;7;95;4;246226.0;15;3;2
vigetlabs/sprig;2;59;30;1189858.0;178;3;2
vigetlabs/sprig;1;5;0;10.0;0;1;0
vigetlabs/sprig;11;6;4;2125.0;132;3;3
vigetlabs/sprig;18;247;287;19219.0;24;2;1
vigetlabs/sprig;51;198;196;41567.0;236;3;3
vigetlabs/sprig;1;13;0;9319.0;0;4;4
vigetlabs/sprig;4;19;7;408312.0;241;3;2
vigetlabs/sprig;16;375;100;164882.0;150;3;2
vigetlabs/sprig;3;44;0;3042346.0;268;4;4
vigetlabs/sprig;1;1;1;644875.0;0;4;4
vigetlabs/sprig;10;104;0;79812.0;119;3;6
vigetlabs/sprig;1;9;8;49553.0;42;3;2
vigetlabs/sprig;5;68;3;577656.0;320;3;6
vigetlabs/sprig;0;0;0;164931.0;157;3;3
vigetlabs/sprig;11;695;89;334027.0;1094;3;2
vigetlabs/sprig;21;5;848;2477.0;207;1;0
vigetlabs/sprig;29;272;30;25001.0;40;6;5
vigetlabs/sprig;7;85;15;8180.0;424;5;5
vigetlabs/sprig;1;8;0;4838537.0;241;3;3
vigetlabs/sprig;3;52;0;3069499.0;57;4;3
vigetlabs/sprig;10;183;0;282868450.792786;107;3;3
vigetlabs/sprig;1;1;2;494.0;48;3;2
vigetlabs/sprig;6;37;0;275797652.792786;0;2;2
vigetlabs/sprig;8;80;4;274576510.792786;223;3;7
vigetlabs/sprig;28;271;40;933218.0;154;4;8
vigetlabs/sprig;9;116;2;270532635.792786;0;1;2
vigetlabs/sprig;1;1;1;178.0;129;2;1
vigetlabs/sprig;3;28;3;118639348.0;224;3;3
vigetlabs/sprig;5;19;13;3146.0;50;3;3
vigetlabs/sprig;1;4;0;6452.0;32;2;1
vigetlabs/sprig;2;27;1;12996.0;216;4;6
vigetlabs/sprig;5;51;5;572557.0;806;4;10
vigetlabs/sprig;2;23;2;245325953.792786;280;3;4
vigetlabs/sprig;3;21;7;244166.0;49;5;7
vigetlabs/sprig;22;275;214;52.0;170;3;1
vigetlabs/sprig;22;279;218;5786.0;170;4;6
vigetlabs/sprig;1;0;6;777.0;0;3;1
vigetlabs/sprig;28;633;15;18907119.0;370;5;21
vigetlabs/sprig;2;16;3;217840963.792786;352;2;1
vigetlabs/sprig;1;7;7;205227440.792786;204;2;1
vigetlabs/sprig;1;6;6;268.0;35;3;2
vigetlabs/sprig;1;4;4;2041445.0;9485;1;8
vigetlabs/sprig;1;6;6;86017164.0;6833;1;9
vigetlabs/sprig;1;24;25;11552515.0;10535;1;12
vigetlabs/sprig;1;3;3;126564978.792786;8742;1;5
vigetlabs/sprig;1;1;1;5694265.0;3937;1;10
vigetlabs/sprig;1;4;4;97894793.0;9924;1;6
vigetlabs/sprig;1;1;1;37616214.0;3678;1;7
vigetlabs/sprig;1;24;25;31757918.0;8498;1;3
vigetlabs/sprig;1;1;1;114670125.792786;6211;1;2
vigetlabs/sprig;1;1;1;17774.0;287;3;3
vigetlabs/sprig;1;27;26;6967233.0;11420;1;4
vigetlabs/sprig;1;1;1;83254503.792786;4359;1;2
vigetlabs/sprig;6;22;2;1615.0;248;3;5
vigetlabs/sprig;1;27;26;11462371.0;16214;1;6
vigetlabs/sprig;1;3;1;38885175.0;7703;0;1
vigetlabs/sprig;1;27;26;13066565.0;11638;0;1
vigetlabs/sprig;1;27;26;3873385.0;12526;0;1
vigetlabs/sprig;1;27;26;3191079.0;14288;0;1
vigetlabs/sprig;1;27;26;13231521.0;12324;0;1
vigetlabs/sprig;1;2;1;42095148.792786;10090;0;0
vigetlabs/sprig;1;6;6;13909815.0;8896;0;1
vigetlabs/sprig;1;2;2;39155850.792786;12715;0;0
vigetlabs/sprig;1;3;1;32600710.792786;10138;0;0
vigetlabs/sprig;1;27;26;31462416.792786;14037;0;0
vigetlabs/sprig;1;6;6;26638009.792786;9197;0;0
vigetlabs/sprig;1;4;4;26628750.792786;10689;0;0
bvaughn/react-select-fast-filter-options;2;5;5;113500.0;168;2;0
bvaughn/react-select-fast-filter-options;6;8;10;33787.0;1002;2;2
bvaughn/react-select-fast-filter-options;1;52;6;16112.0;399;2;2
bvaughn/react-select-fast-filter-options;2;10;11;7493.0;197;2;2
bvaughn/react-select-fast-filter-options;1;3;3;1584.0;483;2;3
bvaughn/react-select-fast-filter-options;1;21;0;456.0;27;2;0
bvaughn/react-select-fast-filter-options;1;2;2;119790479.615556;4580;0;0
bvaughn/react-select-fast-filter-options;1;18;11;119790478.615556;5963;0;0
bvaughn/react-select-fast-filter-options;1;2;2;119790474.615556;3852;0;0
bvaughn/react-select-fast-filter-options;2;1702;199;119790463.615556;12949;0;0
